organisation_number,company_name,Kommune,Fylke,n_employees
813608332,GRIMSTAD TURN OG IDRETTSFORENING,Grimstad,Agder,2
813630842,NORLED DRIFT AS AVD OSLO,Oslo,Oslo,4
813636212,VITUSAPOTEK BARCODE BJØRVIKA,Oslo,Oslo,2
813645122,HUSET PÅ YTTERSIDEN AS,Bø,Nordland,5
813649772,MCS ELEKTROTAVLER AS,Gran,Innlandet,6
813651092,BECHA,Lørenskog,Viken,2
813653192,GILLES CAFÈ AS,Vefsn,Nordland,9
813654482,TRONDHEIM FYSIKALSKE INSTITUTT AS,Trondheim,Trøndelag - Trööndelage,3
813654822,PEPPES PIZZA AVD 63 SIRKUS,Trondheim,Trøndelag - Trööndelage,5
813659522,VISNES HOTEL STRYN AS,Stryn,Vestland,3
813672642,KONSEPTGRUPPEN AS,Bærum,Viken,1
813677202,KAMPAN AS,Sarpsborg,Viken,1
813681722,SOUNDROPS AS,Stavanger,Rogaland,2
813685922,NORWEGIAN CABIN SERVICES NORWAY AS AVD BERGEN LUFTHAVN,Bergen,Vestland,53
813686562,"SOLVANGHUS, ZBIGNIEW KALETKA",Elverum,Innlandet,1
813691612,NOVA TRENING OG HELSE AS,Tønsberg,Vestfold og Telemark,2
813691922,SVEIN SVENDSEN TRAFIKKSKOLE HØNEFOSS AS,Ringerike,Viken,2
813698862,ATLANTERHAVSVEIEN KAFE AS,Averøy,Møre og Romsdal,4
813710102,GULLKORN ØLBAR AS,Hamar,Innlandet,4
813710382,ELITEN ELEKTRO AS,Gjøvik,Innlandet,3
813711842,WURST AS,Oslo,Oslo,6
813713292,TM BYGGSYSTEM AS,Fredrikstad,Viken,1
813725932,SILVA NORWAY,Sarpsborg,Viken,4
813739682,VINJO AS,Voss,Vestland,8
813740672,ODAL TRAFIKKSKOLE AS,Sør-Odal,Innlandet,2
813741652,CHOPSTIX AS,Oslo,Oslo,9
813741822,JONATHAN SUSHI OG ASIAN DINING -,Bærum,Viken,1
813741822,JONATHAN SUSHI OG ASIAN DINING - FORNEBU,Bærum,Viken,5
813759462,KOMPETANSEBEDRIFTEN AS,Oslo,Oslo,4
813760282,PROJECT EXECUTION SERVICES AS,Oslo,Oslo,1
813765942,SKYRR EYE AS,Oslo,Oslo,1
813769522,FIRDA BILLAG BUSS AS BILDRIFT PERSONTRANSPORT AVD STRYN,Stryn,Vestland,9
813774402,VIN JOHN AS,Bærum,Viken,1
813775492,INTELLIGENT OPERATIONS AS,Stavanger,Rogaland,3
813781492,AVIA PRODUKSJON AS,Oslo,Oslo,10
813784122,SLETTÅS VANN- OG AVLØPSTEKNIKK AS,Orkland,Trøndelag - Trööndelage,1
813787482,PUBLIQ AS,Arendal,Agder,8
813798522,NORWEGIAN HOTELS AND APARTMENTS AS,Oslo,Oslo,5
813799952,ECO CLEAN AS,Sandnes,Rogaland,1
813804182,EAT THAI AS,Oslo,Oslo,6
813813602,LDW AS,Oslo,Oslo,4
813817152,MATARENA AS,Bergen,Vestland,1
813818302,HÅR-A-KUTTEN AS,Gjesdal,Rogaland,1
813823292,REDE CONTRACT AS,Oslo,Oslo,2
813831112,FRISKE FØTTER AS,Nordre Follo,Viken,1
813833662,HELGELAND VAKT OG SERVICE AS,Alstahaug,Nordland,2
813836882,LINDBAK AS AVD BODØ,Bodø,Nordland,7
813837382,FILTER MEDIA NORGE AS,Oslo,Oslo,7
813839342,BRØDRENE FINSTAD AS,Harstad,Troms og Finnmark - Romsa ja Finnmárku,2
813841142,JOHNSENS BYGGSERVICE AS,Sandefjord,Vestfold og Telemark,2
813841932,NR1 FITNESS MATHOPEN AS,Bergen,Vestland,20
813845792,GOODTECH AS AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,4
813846942,ADVOKAT HELGHEIM AS,Oslo,Oslo,1
813860392,TIND ARKITEKTUR AS,Vågan,Nordland,2
813865092,SOS VEIHJELP AS,Bærum,Viken,1
813865092,SOS VEIHJELP AS AVD OSLO,Bærum,Viken,29
813867052,KLUBB KOK AS,Bergen,Vestland,47
813869802,SAREPTA,Molde,Møre og Romsdal,4
813873982,JARLE HANSEN TAXI,Lillesand,Agder,1
813878852,VERA SIMONSSON AS,Rauma,Møre og Romsdal,1
813892952,AROI TAKE AWAY AS,Austevoll,Vestland,5
813893142,FRAKT PARTNER AS,Kristiansand,Agder,4
813893452,RKT MASKINUTLEIE AS,Bjørnafjorden,Vestland,4
813893762,VIKEN BEGRAVELSESBYRÅ AS,Lier,Viken,2
813894882,STRIKKEBURET AS,Grong,Trøndelag - Trööndelage,1
813895722,POLARN O PYRET NORGE AS AVD CITY LADE,Trondheim,Trøndelag - Trööndelage,1
813899582,CREDIBILE AS,Oslo,Oslo,1
813906082,TILBORDS CITY LADE,Bergen,Vestland,3
813908182,CHECK PLEASE AS,Kristiansand,Agder,5
813910152,NEW YORKER NORWAY AS AVD CC STADION HAMAR,Hamar,Innlandet,5
813912392,MKW AS,Karmøy,Rogaland,1
813912732,KOKKEKOMPISENE AS,Stavanger,Rogaland,2
813917262,AH TEK AS,Trondheim,Trøndelag - Trööndelage,1
813926172,BJARNE TØNDERSEN,Rakkestad,Viken,1
813930722,JØRGEN LILLELØKKEN AS,Oslo,Oslo,7
813938642,OUR DAYS AS,Oslo,Oslo,5
813938812,CREDEVA SECURITIES AS,Oslo,Oslo,1
813941562,HERTEL HELSE AS,Færder,Vestfold og Telemark,1
813948982,ASPER SJØFRAKT AS,Herøy,Møre og Romsdal,1
813948982,ASPER SJØFRAKT AS,Herøy (Møre og Romsdal),Møre og Romsdal,1
813949202,LUNE REDE AS,Oslo,Oslo,3
813952262,ØYESENTERET JESSHEIM AS,Ullensaker,Viken,5
813952432,ROGALAND DRIFTSSERVICE AS,Stavanger,Rogaland,5
813953102,STANGE MUR OG BETONG AS,Stange,Innlandet,2
813955652,NORD TROMS MASKIN OG ANLEGG EIENDOM AS,Kvænangen,Troms og Finnmark - Romsa ja Finnmárku,1
813957132,HAUGESUND SVØMMEKLUBB,Haugesund,Rogaland,2
813958732,METERTECH AS,Trondheim,Trøndelag - Trööndelage,6
813964902,RADIO METRO AS AVD LILLESTRØM,Lillestrøm,Viken,1
813967782,MOMENT,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,3
813970112,TOYOTA BILIA AS AVD VERKSTED LEVANGER,Levanger,Trøndelag - Trööndelage,1
813970392,VIZPRO AS,Oslo,Oslo,2
813974932,CHANGE OF SCANDINAVIA ØSTFOLDHALLEN,Fredrikstad,Viken,3
813990822,KAFFEBRENNERIET AS AVD STRØMMEN STORSENTER,Lillestrøm,Viken,7
813994232,TEXTEAM AS,Sandnes,Rogaland,1
813997002,ADRIAN MALERSERVICE AS,Oslo,Oslo,5
814003612,JKE DESIGN ASKER OG BÆRUM AS,Asker,Viken,3
814006182,KAPPAHL AS AVD 414 RYKKINN,Bærum,Viken,8
814008282,YME STORE AS,Oslo,Oslo,24
814014762,BUDOWA AS,Asker,Viken,10
814025012,GULLSMEDÅSEN INVEST AS,Lillestrøm,Viken,1
814025292,CAVI-LIPO NORGE AS,Bergen,Vestland,1
814046192,NORE NESET IDRETTSLAG,Bjørnafjorden,Vestland,10
814058972,GÅLÅ BOOKING AS,Sør-Fron,Innlandet,4
814071502,K ENG & CO AS LAMPEHUSET SLEPENDEN,Asker,Viken,3
814073262,VOLT SARTORSENTERET AVD 269,Øygarden,Vestland,3
814073742,URBAN SARTORSENTERET AVD F 63,Øygarden,Vestland,4
814074862,NORASK TRANSPORT AS,Kristiansand,Agder,3
814088952,ABRAHAM KAFFEBAR AS,Tønsberg,Vestfold og Telemark,1
814089592,NORCONSULT AS AVD MOSJØEN,Vefsn,Nordland,2
814097412,KONGSVINGER TANNREGULERING AS,Bærum,Viken,4
814098672,KIMURA HAMAR,Hamar,Innlandet,1
814099792,ASCENDER AS,Oslo,Oslo,16
814099962,NORDIC OFFSHORE ELEKTRO AS,Alta,Troms og Finnmark - Romsa ja Finnmárku,31
814117162,PIPEFIKS AS,Vennesla,Agder,4
814123782,MINMAT NORGE AS,Sandefjord,Vestfold og Telemark,2
814124142,INDIEHAIR AS,Larvik,Vestfold og Telemark,7
814130932,SIFFO AS AVD BODØ,Bodø,Nordland,2
814140652,TNB NARVIK AS,Narvik,Nordland,4
814142272,TERTNES REGNSKAP AS,Bergen,Vestland,3
814149382,TALENTED PEOPLE AS,Oslo,Oslo,2
814149552,UNIMARK TUTAJ AS,Råde,Viken,7
814150712,DE 3 STUER AVD FFI,Lillestrøm,Viken,1
814152332,NAC2,Oslo,Oslo,3
814153592,DEN GAMLE SKOBUTIKKEN AS,Oslo,Oslo,9
814159442,ISS FACILITY SERVICES AS AVD 425153 FANEHALLEN,Oslo,Oslo,6
814168662,RETTINGTANN AS,Oslo,Oslo,1
814187942,HTG CONSULT AS,Tønsberg,Vestfold og Telemark,1
814189422,MAX LIER,Lier,Viken,11
814196852,AAMODT FYSIOTERAPI AS,Frogn,Viken,2
814200132,HJEMMEBEST PERSONLIG ASSISTANSE,Oslo,Oslo,10
814200132,MIO BPA AS,Oslo,Oslo,1
814211002,BARONA HUMAN RESOURCE SERVICES AS,Oslo,Oslo,7
814214982,GEO DRILLING AS,Leka,Trøndelag - Trööndelage,6
814215822,KANTINE CATERING AS,Bjerkreim,Rogaland,3
814219232,BYREMO MASKIN OG TRANSPORT AS,Vennesla,Agder,3
814226212,ANTON SPORT FORNEBU,Bærum,Viken,4
814228312,ROSVOLD MASKINDRIFT AS,Bodø,Nordland,6
814229262,TRAC SERVICES AS,Stavanger,Rogaland,1
814231682,BUDAPEST KLINIKKEN TROMSØ AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,7
814231712,GEHEB CONDITORI LILLESAND AS,Lillesand,Agder,7
814233502,MS FOLLO BYGG AS,Enebakk,Viken,2
814234312,MESTER GRØNN AS AVD 108 BEKKESTUA SENTER,Bærum,Viken,1
814238172,SABRURA LADE AS,Trondheim,Trøndelag - Trööndelage,8
814239462,FOT I BAKKEN AS,Bergen,Vestland,3
814239632,SWEDOL AS AVD KRISTIANSAND BARSTØLVEIEN,Kristiansand,Agder,3
814242242,WEECAR AS,Tysvær,Rogaland,1
814256642,VELDRES MALERSERVICE AS MALERERVIRKSOMHET VEAVÅGEN,Karmøy,Rogaland,1
814260682,MESTERHUS BUSKERUD AS,Drammen,Viken,2
814261492,MIZUNO NORGE AS,Kristiansand,Agder,11
814265692,TOR ARNE DALHEIM,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,3
814265722,GRØTTAN ØYSTEIN,Indre Fosen,Trøndelag - Trööndelage,1
814266052,ESPRESSO HOUSE NORGE AS AVD BOGSTADVEIEN 813,Oslo,Oslo,9
814285022,DUGNADSPORTALEN AS AVD ÅRNES,Nes,Viken,1
814286622,BLOMSTERDILLA AS,Hamar,Innlandet,5
814290492,AUGUSTA ARNESEN AS,Oslo,Oslo,5
814293742,F&B ENERGY TRENINGSSENTER AS,Karmøy,Rogaland,6
814295672,STUDIO JAN AS,Ålesund,Møre og Romsdal,4
814299082,RIGGPARTNER AS,Lillestrøm,Viken,2
814307042,COLONIALEN FETEVARE AS,Bergen,Vestland,6
814312062,EGERSUND BILVERKSTED AS,Eigersund,Rogaland,1
814319172,VIKARKOMPANIET AS,Nordre Follo,Viken,19
814326152,SANDVIK MØBEL AS,Sykkylven,Møre og Romsdal,1
814327752,DIGITALL AS,Asker,Viken,1
814333752,ROBERTS TRANSPORT DARIUSZ PAZERA,Fredrikstad,Viken,1
814335232,ATLET PERFORMANCE AS,Nordre Follo,Viken,1
814337162,NORSK OMBRUK AS,Sandefjord,Vestfold og Telemark,13
814337502,INTEROPTIK HORISONT,Bergen,Vestland,9
814338002,MANNSKORET DOVRE,Ålesund,Møre og Romsdal,1
814346242,GEILO SKISENTER,Hol,Viken,92
814346692,NAUTILUS SUBSEA AS,Bærum,Viken,3
814349012,PLYO AS,Oslo,Oslo,4
814354172,BRIMER AS AVD KVAMSØY,Sande,Møre og Romsdal,2
814360032,GOKSØYR & MARTENS,Oslo,Oslo,1
814360792,OSLO SELSKAPSLOKALE AS,Oslo,Oslo,3
814361802,CLAS OHLSON AS AVD VINTERBRO,Ås,Viken,1
814363872,LEEJO,Drammen,Viken,2
814370542,KASSASENTER MIDT-NORGE AS,Trondheim,Trøndelag - Trööndelage,1
814372022,SIRKUS BILVASK & BILPLEIE,Trondheim,Trøndelag - Trööndelage,2
814385272,DRAXA AS,Fredrikstad,Viken,1
814389502,PALISANDER BYGG AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,3
814392872,BUDBIL1,Bodø,Nordland,2
814405702,VITA 1610 BERGEN STORSENTER,Bergen,Vestland,4
814410862,TILHENGERGRUPPEN ØST AS,Indre Østfold,Viken,2
814415872,SYNSAM GROUP NORWAY AS AVD STORO 12868,Oslo,Oslo,6
814417182,BRAND VENTURE AS,Oslo,Oslo,1
814440362,BURGER MANDAL AS,Lindesnes,Agder,14
814453162,TN-ELEKTRO AS,Oslo,Oslo,2
814455122,JOBZONE NORGE AS AVD HELGELAND,Vefsn,Nordland,5
814455262,AIERKEN AIKELAMU,Bergen,Vestland,1
814468402,HUBERTUS BRYGGERI AS,Dovre,Innlandet,1
814472612,ERIKA KAVALI AS,Molde,Møre og Romsdal,1
814480062,MEDISINSK YOGA ØST AS,Oslo,Oslo,1
814480402,GJNO AS,Drammen,Viken,1
814487792,ITALIENSK BAKERI AS,Lier,Viken,9
814487822,NORPRO BYGG AS,Sarpsborg,Viken,5
814498212,HOLMENKOLLEN SKIFESTIVAL AS,Oslo,Oslo,8
814500942,TORE GULLHOLM,Harstad,Troms og Finnmark - Romsa ja Finnmárku,1
814503542,BOGDAN HÅNDVERKSTJENESTER AS,Lillestrøm,Viken,9
814508552,IPRO,Moss,Viken,2
814528812,APPLEDOCTOR AS,Oslo,Oslo,1
814534782,BEIARN TAXI AS,Beiarn,Nordland,4
814534952,PERLA AS,Oslo,Oslo,4
814538532,DER DU BOR AS,Lunner,Viken,2
814539172,TAXI .PERSONTRANSPORT ARILD RAGNAR JESSEN,Vadsø,Troms og Finnmark - Romsa ja Finnmárku,1
814539202,ACTIC NORGE AS AVD SLEMMESTAD SENTER,Asker,Viken,27
814543862,MOTION AIR AS,Oslo,Oslo,2
814548732,SKO-HUUSE AS AVD ECCO HAMAR,Hamar,Innlandet,5
814550672,THEATRO BERGEN AS,Bergen,Vestland,14
814551342,SUNVA AS,Lillesand,Agder,3
814553582,COWEDO AS,Oslo,Oslo,3
814553922,NOR-KLAN GREGOR ZUCHELOWSKI AS,Moss,Viken,3
814554872,FRANSA JEKTA,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,5
814555232,ECOUNT HAUGESUND AS,Karmøy,Rogaland,1
814555992,XPLORA MOBILE AS,Oslo,Oslo,4
814564002,LEVENDE GÅRD A/S,Lillesand,Agder,2
814569942,HEMSEDAL AKTIV SA,Hemsedal,Viken,1
814570762,WORK-WORK AS,Trondheim,Trøndelag - Trööndelage,10
814571742,BAKER HANSENS GLUTENFRIE AS BAKERI,Bærum,Viken,3
814571882,PIZZA ØST AS,Oslo,Oslo,4
814583112,COOR CLEANING CATERING AND PROPERTY AVD LYSAKER,Bærum,Viken,6
814588742,PIZZA PIZZA TELEMARK OG VESTFOLD AS,Skien,Vestfold og Telemark,3
814590712,ABB AS IA HAMMERFEST,Hammerfest,Troms og Finnmark - Romsa ja Finnmárku,1
814590852,DIN VARME AS,Nordreisa,Troms og Finnmark - Romsa ja Finnmárku,1
814602192,RØST TEATERBISTRO,Trondheim,Trøndelag - Trööndelage,17
814607062,SSG NORGE AS AVD BUSKERUD,Drammen,Viken,2
814610462,VEST TRAFIKK AS,Karmøy,Rogaland,2
814616622,OP SYSTEM NORGE AS,Eidsvoll,Viken,2
814622932,LUSH FRISØR AS,Bærum,Viken,5
814623262,KALEIDOSCOPE,Bergen,Vestland,2
814629872,DESIGN HAIRCARE AS AVD LØRENSKOG,Lørenskog,Viken,8
814634272,TELEMARK BILRUTER AS RUTEBILTRANSPORT ÅMOT,Vinje,Vestfold og Telemark,11
814637182,MØLLER BIL VEST AS MØLLER BIL OSLO VEST VW AVD VERKSTED,Oslo,Oslo,1
814655962,BOA LOANG AS,Stavanger,Rogaland,2
814667502,DENSTAD CONSULTING AS,Trondheim,Trøndelag - Trööndelage,2
814686752,RUNE HILDE INVEST AS,Sortland - Suortá,Nordland,1
814686752,RUNE HILDE INVEST AS,Sortland,Nordland,1
814692132,THUNE HOLDING AS,Haugesund,Rogaland,2
814695492,AIZOON AS,Bergen,Vestland,2
814725812,JOTUNFJELL PARTNERS AS,Oslo,Oslo,1
814726932,OPTIMUS-KLINIKKEN AS,Drammen,Viken,1
814738752,O. MUSTAD & SON EUROPE AS,Gjøvik,Innlandet,4
814744272,PASVIK TAXI,Sør-Varanger,Troms og Finnmark - Romsa ja Finnmárku,1
814745112,ISS FACILITY SERVICES AS AVD 416017 SKAGERAK ENERGI PORSGRUN,Porsgrunn,Vestfold og Telemark,2
814751422,KURSIV EIENDOMSMEGLING AS,Sarpsborg,Viken,8
814757102,NILLE AS AVD TORSHOV TORG,Oslo,Oslo,1
814760812,FJORDANE CARAVAN AS,Sunnfjord,Vestland,1
814762572,BUSSKAMERATENE AS,Nes,Viken,1
814776662,KROGSGAARD KOMPAGNI NORGE AS,Arendal,Agder,1
814779092,GÅLÅ HANDEL AS,Sør-Fron,Innlandet,1
814783502,JU-TE SERVICE AS,Bergen,Vestland,2
814786072,KANSLER AS,Oslo,Oslo,1
814790592,BA-LIGHTING AS,Arendal,Agder,3
814794032,KATARINA PERMANENT MAKEUP AS,Sandnes,Rogaland,1
814798712,INDI SPICE AS,Oslo,Oslo,10
814800792,FJELLFARER AS,Fauske - Fuosko,Nordland,1
814800792,FJELLFARER AS,Fauske - Fuossko,Nordland,1
814815072,RAPIDA SPORTSSENTER AS,Bodø,Nordland,2
814819272,ELEVO NORGE AS,Bærum,Viken,5
814822672,CUBUS FURUSET AVD 82E,Oslo,Oslo,5
814823202,HANSMARK AS AVD OSLO,Lillestrøm,Viken,2
814825922,TANNLEGE JONAS BLOM AS,Bergen,Vestland,1
814828182,LØVOLD SOLUTION AS,Bodø,Nordland,4
814830772,MILLA TINKA INTERIØR OG GAVER AS,Drammen,Viken,1
814831302,FLAMBERT,Oslo,Oslo,4
814836282,MAXITELT AS,Sandefjord,Vestfold og Telemark,4
814839532,TOMA FACILITY NORGE AS AVD NEDRE BUSKERUD BOLIGLAG,Drammen,Viken,1
814841022,GLOBEORBIT100 AS,Grimstad,Agder,2
814846482,PIXEL STUDIO AS,Oslo,Oslo,1
814850692,OS CATERING AS,Bjørnafjorden,Vestland,2
814854612,BRILLEHUSET EVENSKJER AS,Tjeldsund,Troms og Finnmark - Romsa ja Finnmárku,2
814857352,VARMEGRADER AS,Åfjord,Trøndelag - Trööndelage,1
814858502,VOICE2VOICE AS,Drammen,Viken,1
814869482,SANDANE TEKSTIL OG INTERIØR,Gloppen,Vestland,2
814870502,HUTHWAITE NORWAY AS,Bærum,Viken,1
814872602,EFFEKTIVT RENHOLD AS AVD HAUGESUND,Karmøy,Rogaland,1
814872602,EFFEKTIVT RENHOLD HAUGALAND AS AVD HAUGESUND,Karmøy,Rogaland,14
814878252,HØYT & LAVT BØ I TELEMARK AS,Midt-Telemark,Vestfold og Telemark,1
814879992,RESTAURANTASSISTANSE AS,Oslo,Oslo,47
814880672,ABELSEN TØMRERSERVICE AS,Indre Fosen,Trøndelag - Trööndelage,1
814882012,SIDDIS ELEKTRO AS,Stavanger,Rogaland,2
814888282,GYM STRYN AS,Stryn,Vestland,3
814888312,NATUR-LIGVIS AS,Lindesnes,Agder,1
814892212,VE ENTREPRENØR AS,Bykle,Agder,11
814894002,LOVING HUT THANH HANG NGUYEN,Oslo,Oslo,1
814894622,GRAND CAFE MOLDE AS,Molde,Møre og Romsdal,4
814896102,ANDERS GUSDAL AS,Bergen,Vestland,1
814904792,RED HOT ASIA AS,Ålesund,Møre og Romsdal,5
814907112,STRØMMEN STAAL RESTAURANT & BAR AS,Rælingen,Viken,8
814929272,CEDAR AS,Stavanger,Rogaland,2
814932192,FLATDAL BYGG SLAWOMIR ZYSK,Seljord,Vestfold og Telemark,2
814933822,SOLID REGNSKAP AS,Oslo,Oslo,1
814936112,FOOTPRINT CONSULTING AS,Oslo,Oslo,11
814939022,TINDEN PROSJEKTLEDELSE AS,Bærum,Viken,1
814940292,BEAUTYJUNKIE AS,Asker,Viken,1
814942902,GLOBETROTTER EVENT & ARTIST AS,Trondheim,Trøndelag - Trööndelage,2
814959252,BPA AS,Oslo,Oslo,2
814961192,FRIKANT MEDIEDESIGN AS,Alta,Troms og Finnmark - Romsa ja Finnmárku,2
814966372,EKSTRØM CONSULT,Moss,Viken,1
814977692,FIRST RENT A CAR NORWAY AS AVD ÅSANE,Bergen,Vestland,2
814995062,MODULSYSTEM AS,Oslo,Oslo,11
814995992,PIT STOP BILSALG AS,Ullensaker,Viken,4
814997642,PORSCHE CENTER BERGEN AS,Bergen,Vestland,3
815008952,NORSK FORENING FOR GATEBARN I ESTLAND,Skien,Vestfold og Telemark,1
815012372,EMBLA BUNADER AS,Stavanger,Rogaland,1
815012992,RESTAURANT SJØFRONTEN AS,Molde,Møre og Romsdal,19
815013042,CUBUS ORKANGER AVD 82F,Orkland,Trøndelag - Trööndelage,5
815017242,BYGGCONSULT ØST AS,Hamar,Innlandet,1
815018672,HOLTET SPESIALISTTANNHELSE AS,Oslo,Oslo,2
815020642,IDOL THE LORD OF HAIR AS,Oslo,Oslo,4
815024702,LA VANNA AS,Lindesnes,Agder,3
815029062,SVØMMEPARTNER AS,Trondheim,Trøndelag - Trööndelage,13
815038762,BERGKVAM AS,Luster,Vestland,1
815046862,H SMIT AS,Oslo,Oslo,4
815049322,PRK AS,Asker,Viken,1
815051262,MORA DI AS,Oslo,Oslo,3
815054202,STOCKFLETH AS AVD MUNCH MUSEET,Oslo,Oslo,5
815063872,MAGIC ICE OSLO,Oslo,Oslo,6
815066952,JF MASKIN AS,Lier,Viken,2
815069552,RÅ ORGANIC SKINCARE,Gjøvik,Innlandet,1
815070402,HALLINGEVENTYR AS,Flå,Viken,1
815081072,SØRUM AKTIVITETSPARK AS,Lillestrøm,Viken,2
815086112,VIC HORISONT,Bergen,Vestland,6
815092422,NYE BRGN AS,Bergen,Vestland,7
815100662,NESODDEN NAPRAPATI AS,Nesodden,Viken,1
815103122,KING AND QUEEN MUSIKK OG SPORTSBAR AS,Oslo,Oslo,7
815105532,NORWAY LIVE AS,Oslo,Oslo,2
815111982,MIDT-TROMS FORSIKRING AS,Senja,Troms og Finnmark - Romsa ja Finnmárku,4
815114582,OSLOTRE AS,Oslo,Oslo,14
815118642,PROGRUPPEN AS,Indre Østfold,Viken,1
815120582,PIKENE PÅ TORGET ORKANGER AS,Orkland,Trøndelag - Trööndelage,3
815127722,PAYBACK LUBRICANTS NORGE AS,Fauske - Fuosko,Nordland,1
815127722,PAYBACK LUBRICANTS NORGE AS,Fauske - Fuossko,Nordland,1
815132122,"LINDA'S FRISØR, LINDA KILLI AS",Dovre,Innlandet,1
815134842,HEADING AS,Ålesund,Møre og Romsdal,1
815136152,NUNOW ABDIRAHIN ABIKAR,Oslo,Oslo,1
815158202,ØSTERÅS BYGG AS AVD BODØ,Bodø,Nordland,10
815158342,JOSEFSSON FRISØR AS AVD STRØMSØ SENTER,Drammen,Viken,6
815162862,BURGER KING AVD 5050 SÆTER,Oslo,Oslo,5
815166272,SLETTÅS VVS AS,Orkland,Trøndelag - Trööndelage,1
815179382,LASH BAR ELVERUM AS,Elverum,Innlandet,3
815193202,ISS FACILITY SERVICES AS AVD TRANSCOM FREDRIKSTAD,Fredrikstad,Viken,1
815213602,KROG GRINI AS,Marker,Viken,1
815215222,CHEFS TABLE KVADRAT AS,Sandnes,Rogaland,6
815216342,AJ BYGG AS,Ålesund,Møre og Romsdal,1
815218442,NARVESEN 256 KALNES SYKEHUS,Sarpsborg,Viken,4
815231422,FLISA TRAKTORSENTER AS,Åsnes,Innlandet,1
815237102,ALTIFOTBALL AS,Bergen,Vestland,14
815240642,YUSUF TRANSPORT MOHAMMED,Oslo,Oslo,1
815246322,LILLEFOT AS,Oslo,Oslo,1
815258282,AQDAS SIDDIQUE,Oslo,Oslo,2
815267222,ADVOKATFIRMAET HAAGENSEN & BAKKELUND AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,1
815267532,HÅNDVERKER SPESIALISTENE AS,Hamar,Innlandet,1
815275942,AKTIVA TRONDHEIM AVD LIERNE,Lierne,Trøndelag - Trööndelage,2
815290062,FERDINANDS AS,Kristiansand,Agder,1
815301722,MAGNAT KAFFEHUS AS,Oslo,Oslo,11
815310802,TROMSØ TRAFIKKOMPETANSE AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,5
815311922,TOURS NORWAY AS,Bergen,Vestland,2
815313402,ELITE SERVICE PARTNER AS AVD NORDLAND,Bodø,Nordland,18
815317882,VILLA HYTTE OG FRITID AS,Kongsberg,Viken,3
815317912,WHITE HOUSE OF CANDLES AS,Os,Innlandet,3
815323572,NETGLASS TOTALFASADE AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,7
815323742,F. ANDERSSONS EFTF. AS,Moss,Viken,5
815324242,HORDALAND MARKISER AS,Gjøvik,Innlandet,4
815330692,ECOSOGN AS,Sogndal,Vestland,2
815333012,AUTOBUDGET AS,Porsgrunn,Vestfold og Telemark,4
815340302,AKUPUNKTØR TINE ALFREDSEN AS,Ringerike,Viken,1
815341082,EMIJOLY AS,Kristiansand,Agder,2
815355822,JABAR AS,Nome,Vestfold og Telemark,3
815358082,ECOVARM AS,Karmøy,Rogaland,2
815360842,NL HARSTAD AS,Harstad,Troms og Finnmark - Romsa ja Finnmárku,6
815362292,TRATEC TEKNIKKEN AS AVD LYNGDAL,Lyngdal,Agder,2
815368142,KG MOTOR AS,Halden,Viken,2
815380452,KONTROLLUTVALGSTJENESTER AS,Gjøvik,Innlandet,1
815386302,DROSJEEIER THOMAS HANDBERG,Larvik,Vestfold og Telemark,1
815386752,TOD BYGG OG ANLEGG AS,Øvre Eiker,Viken,1
815409612,STILLKOM AS BYGGE OG ANLEGGSVIRKSOMHET,Hå,Rogaland,4
815436822,ISMENNINGEN LODGE & HYTTEUTLEIE,Snåase - Snåsa,Trøndelag - Trööndelage,2
815438272,GODTLAND RØR OG INDUSTRISERVICE AS,Tokke,Vestfold og Telemark,1
815451562,ROSA MIX AS,Oslo,Oslo,2
815459652,MURMESTER MAGNUS HAGEN AS,Steinkjer,Trøndelag - Trööndelage,1
815460022,INBOUND GROUP AS,Oslo,Oslo,4
815464192,TAIS OFFSHORE AS,Harstad,Troms og Finnmark - Romsa ja Finnmárku,1
815465172,KID INTERIØR AS AVD 3 BUSKERUD STORSENTER,Drammen,Viken,4
815476182,WIDERØE GROUND HANDLING AS AVD TORP LUFTHAVN,Sandefjord,Vestfold og Telemark,137
815477642,CHRISCO GOLF AS,Bærum,Viken,5
815478282,CUELLO AS,Krødsherad,Viken,2
815482832,BAKER SAMSON AVD BEKKESTUA,Bærum,Viken,19
815484762,COOR CLEANING CATERING AND PROPERTY AVD DELOITTE OSLO RENHOLD,Oslo,Oslo,2
815485262,LYS & DESIGN KONGSBERG AS,Kongsberg,Viken,2
815494482,ALPHA SERVICE AS,Bjørnafjorden,Vestland,2
815507762,MESTER GRØNN AS AVD 13 FORNEBUPORTEN,Bærum,Viken,1
815508122,HANDI AS AVD AGENTUR,Kristiansand,Agder,8
815534972,MYREN MINIBUSS AS,Aure,Møre og Romsdal,1
815538862,NORTEC ENTREPRENØRTJENESTER AS,Oslo,Oslo,1
